property_id,state,city,price,area_sqft,bedrooms,bathrooms,lot_size_acres,year_built,rental_income,mainroad_access,airconditioning,garage_parking,school_rating,walkability_score,preferred_area,tax_rate,maintenance_cost
31,California,San Francisco,2499703,2034,5,2,1.25,1988,3749.5545,No,Yes,2,5,8,Yes,1.5,5777
32,California,San Diego,732508,1137,4,2,0.56,1999,1831.27,No,Yes,0,10,94,No,1.5,3282
33,New York,Albany,492926,1457,2,2,1.5,1985,1478.778,Yes,Yes,1,1,43,Yes,1.5,5321
34,Texas,Austin,873345,2174,1,1,1.87,1991,1310.0175,Yes,No,2,8,56,Yes,2.5,5473
35,Texas,San Antonio,539425,792,5,3,1.91,1989,1348.5625,Yes,Yes,2,6,21,No,1.5,4469
36,California,Los Angeles,1150161,1786,4,4,1.39,1975,3450.483,Yes,Yes,3,8,7,No,1.5,2586
37,New York,Buffalo,296005,652,5,3,1.7,2014,444.0075,No,No,1,1,20,No,2.5,4512
38,California,Los Angeles,884403,1074,1,1,1.96,2012,2211.0075,No,No,2,4,64,No,2.5,1584
39,California,San Diego,968167,773,4,2,0.18,2002,2904.501,Yes,Yes,0,9,13,Yes,2.5,5112
40,Florida,Jacksonville,435024,1819,3,3,1.01,2010,652.5360000000001,Yes,Yes,2,8,100,No,2.5,4986
41,Florida,Tampa,372766,3882,1,2,0.65,1988,931.915,Yes,Yes,1,6,73,No,2.5,2446
42,Florida,Orlando,526345,2413,3,4,1.0,1974,1579.035,Yes,Yes,2,5,14,No,2.5,4234
43,Texas,Houston,714429,1299,3,3,1.84,1976,1071.6435000000001,No,Yes,3,2,16,Yes,2.5,3717
44,New York,Buffalo,293891,3037,4,2,1.97,2003,734.7275,Yes,Yes,2,1,47,Yes,0.5,1168
45,New York,Rochester,312239,3979,5,1,1.82,1989,936.717,No,Yes,2,10,16,Yes,0.5,2814
46,New York,Albany,453609,1056,5,4,0.47,1984,680.4135,No,No,1,8,15,Yes,1.5,1627
47,New York,Albany,433866,1954,2,2,1.63,2007,1084.665,Yes,No,2,3,67,Yes,2.5,2676
48,Florida,Orlando,752420,2118,1,2,1.65,1970,2257.26,Yes,Yes,2,4,5,Yes,0.5,3262
49,Texas,Austin,663396,3700,1,1,1.2,1974,995.094,No,Yes,0,8,5,Yes,1.5,5466
50,Texas,Houston,356764,2769,4,4,1.46,2003,891.91,No,Yes,0,3,45,Yes,2.5,1248
51,Florida,Tampa,392850,3065,4,1,1.82,1990,1178.55,No,Yes,1,3,89,Yes,1.5,2289
52,Texas,Austin,1151459,758,2,4,1.99,1983,1727.1885,Yes,No,0,7,100,Yes,1.5,2271
53,Florida,Miami,845161,3245,2,2,0.18,1986,2112.9025,No,Yes,1,5,91,Yes,1.5,3499
54,New York,Buffalo,250790,2437,3,2,0.59,1981,752.37,Yes,Yes,1,6,91,Yes,2.5,1874
55,Florida,Jacksonville,593264,1115,2,4,1.88,1996,889.8960000000001,Yes,No,2,8,90,Yes,0.5,2706
56,New York,New York City,1596282,1625,5,2,0.73,1975,3990.705,Yes,No,0,6,14,Yes,2.5,4975
57,New York,New York City,1546597,3973,3,3,0.3,2008,4639.791,No,Yes,0,1,65,No,0.5,5062
58,California,San Francisco,1368903,3750,2,2,0.7,2017,2053.3545,Yes,Yes,3,9,90,Yes,0.5,1838
59,Florida,Tampa,852704,1258,5,4,1.09,1994,2131.76,Yes,Yes,0,8,44,No,2.5,5466
60,California,Sacramento,577047,1277,5,3,0.83,1996,1731.141,Yes,No,0,8,36,Yes,1.5,5463
61,Florida,Tampa,546582,914,3,4,1.6,2014,819.873,No,Yes,3,8,18,Yes,1.5,5861
62,Florida,Miami,1181192,2975,3,3,1.26,1971,2952.98,No,No,0,10,87,Yes,1.5,4772
63,California,San Diego,827818,875,5,3,0.93,1991,2483.454,Yes,Yes,2,7,72,No,2.5,4719
64,California,Los Angeles,1412114,3363,4,1,1.99,2001,2118.171,No,Yes,3,10,50,Yes,0.5,1311
65,Florida,Tampa,505958,1051,3,1,1.78,1986,1264.895,No,No,3,1,93,No,0.5,5751
66,Texas,Austin,1163778,2188,1,3,1.74,2006,3491.3340000000003,Yes,No,0,7,44,Yes,1.5,5637
67,New York,Rochester,373152,1085,4,3,1.18,1971,559.7280000000001,Yes,Yes,2,3,58,No,2.5,2127
68,California,Los Angeles,1331369,1730,1,3,1.58,2022,3328.4225,Yes,No,2,4,84,No,1.5,2368
69,New York,Albany,402716,1166,2,1,0.74,2021,1208.1480000000001,Yes,Yes,0,6,81,No,2.5,4973
70,Texas,San Antonio,391186,845,3,1,0.73,1995,586.779,No,No,1,5,44,No,2.5,2889
71,Texas,San Antonio,498917,3582,3,1,1.79,2002,1247.2925,Yes,Yes,1,3,1,No,1.5,3351
72,Texas,Houston,580866,1488,5,3,1.23,1970,1742.598,No,No,0,6,79,No,0.5,5400
73,California,San Diego,949652,2811,3,3,0.75,2009,1424.478,No,No,1,6,71,Yes,2.5,3789
74,Texas,San Antonio,267985,3174,1,4,1.71,2012,669.9625,No,Yes,1,10,78,No,1.5,4531
75,California,Sacramento,799104,600,4,2,0.94,2013,2397.312,Yes,Yes,2,10,2,No,2.5,2954
76,Texas,San Antonio,489990,3510,2,2,0.86,2005,734.985,Yes,No,0,3,8,Yes,0.5,3282
77,New York,Buffalo,283845,2784,4,1,0.15,2008,709.6125000000001,Yes,Yes,0,9,92,Yes,1.5,2677
78,New York,New York City,1709878,750,1,1,1.39,1994,5129.634,No,Yes,2,2,10,No,0.5,1068
79,Florida,Miami,1174659,3851,2,2,1.11,1982,1761.9885,Yes,Yes,3,8,9,No,0.5,2181
80,New York,New York City,906747,2367,5,1,0.69,2008,2266.8675,No,No,0,3,7,Yes,1.5,5012
81,Florida,Miami,522036,3651,3,3,0.36,2005,1566.108,Yes,No,2,4,49,Yes,0.5,5598
82,New York,New York City,1056306,2110,3,2,0.45,1981,1584.459,No,Yes,1,5,35,No,0.5,3908
83,California,San Francisco,1740781,3689,5,3,0.53,1990,4351.9525,Yes,No,1,5,36,No,2.5,5203
84,New York,Rochester,279346,1848,1,2,1.74,1992,838.038,Yes,Yes,2,1,72,No,1.5,3125
85,Florida,Orlando,675651,1728,5,2,1.01,1987,1013.4765,Yes,Yes,0,4,74,No,0.5,3172
86,Florida,Jacksonville,538835,1598,1,1,1.42,1982,1347.0875,No,Yes,0,2,55,Yes,0.5,5462
87,Texas,Austin,1129866,1297,2,3,0.98,1988,3389.598,No,Yes,1,8,2,No,2.5,5200
88,California,Los Angeles,1496761,1688,4,3,1.0,2004,2245.1415,Yes,No,0,6,23,No,1.5,1807
89,New York,Buffalo,273728,2980,4,4,1.66,2015,684.32,Yes,Yes,2,8,84,No,0.5,4354
90,Texas,Houston,798021,3019,5,3,1.57,2017,2394.063,Yes,Yes,0,3,87,Yes,0.5,3715
91,New York,Buffalo,250054,1830,3,3,0.54,2003,375.081,No,No,3,8,86,Yes,0.5,5544
92,New York,New York City,1202628,3900,5,1,1.29,2021,3006.57,Yes,No,2,8,85,No,0.5,2037
93,Texas,San Antonio,331499,3228,3,4,1.39,1970,994.4970000000001,No,No,3,9,26,Yes,0.5,5411
94,Texas,Houston,366553,3813,5,3,0.87,2015,549.8295,Yes,Yes,1,1,96,No,0.5,1294
95,Texas,Austin,1029567,1285,5,1,0.23,1991,2573.9175,Yes,No,0,4,42,No,0.5,1388
96,Texas,San Antonio,519856,3356,4,2,0.81,1997,1559.568,Yes,Yes,1,9,23,Yes,2.5,2077
97,Texas,Austin,777961,1527,3,3,0.78,1973,1166.9415000000001,Yes,No,1,1,78,No,0.5,4282
98,New York,Albany,484904,2442,4,1,1.41,2006,1212.26,No,No,0,7,37,No,0.5,1100
99,Texas,Dallas,755760,2332,3,2,1.64,1976,2267.28,Yes,Yes,3,4,30,Yes,0.5,4417
100,California,San Diego,999840,1339,2,3,0.85,1980,1499.76,No,No,3,9,63,No,0.5,2710
101,Florida,Tampa,772342,870,2,3,1.33,1981,1930.855,Yes,Yes,3,1,31,No,0.5,1952
102,Texas,Austin,1104955,2572,2,1,1.32,2009,3314.8650000000002,Yes,Yes,1,8,73,Yes,0.5,1826
103,Texas,Austin,1192822,1310,1,2,1.33,2022,1789.233,No,No,3,1,83,No,0.5,2542
104,New York,Albany,489748,924,4,2,1.15,2008,1224.3700000000001,Yes,No,1,6,42,No,2.5,4018
105,Texas,San Antonio,427887,1589,4,2,1.3,2004,1283.661,No,Yes,3,2,88,Yes,1.5,3614
106,Texas,San Antonio,484027,2150,2,2,1.75,2003,726.0405000000001,Yes,No,2,9,100,Yes,2.5,3346
107,Texas,San Antonio,469983,1397,5,3,1.85,1987,1174.9575,Yes,No,1,6,55,No,2.5,3391
108,New York,New York City,1435318,2469,4,2,0.27,1979,4305.954,Yes,Yes,0,2,47,Yes,1.5,5617
109,Texas,Dallas,563597,3567,3,1,0.12,2020,845.3955,No,Yes,0,9,96,No,1.5,5758
110,Florida,Miami,529030,3194,4,1,1.09,1984,1322.575,Yes,Yes,3,6,1,No,2.5,1168
111,New York,New York City,1892643,1692,4,3,0.88,1995,5677.929,Yes,Yes,1,8,56,Yes,1.5,4240
112,Florida,Miami,1008961,3555,3,1,0.96,2018,1513.4415000000001,No,Yes,2,5,11,Yes,1.5,5087
113,New York,New York City,1722711,811,2,4,0.97,2020,4306.7775,Yes,Yes,3,8,92,Yes,0.5,4607
114,Texas,Dallas,796008,2181,2,3,1.8,1972,2388.024,No,No,1,9,94,Yes,1.5,3520
115,Florida,Miami,1024708,2043,3,4,1.31,1982,1537.0620000000001,No,Yes,3,1,25,No,1.5,2710
116,New York,Albany,319198,3244,4,2,0.94,2003,797.995,No,Yes,1,3,43,No,1.5,2408
117,California,San Francisco,1701565,647,4,4,0.96,2016,5104.695,Yes,No,1,8,26,Yes,2.5,5564
118,Texas,San Antonio,332951,830,2,3,1.7,1986,499.42650000000003,Yes,No,2,9,26,Yes,1.5,5740
119,New York,Buffalo,217875,1178,1,2,0.51,1970,544.6875,Yes,No,2,4,8,Yes,2.5,4195
120,California,Sacramento,470511,3597,2,1,0.13,1983,1411.5330000000001,Yes,Yes,2,4,68,No,2.5,3909
121,New York,Albany,391997,1712,3,3,1.01,1970,587.9955,Yes,No,0,8,67,Yes,0.5,5452
122,California,San Francisco,2332051,2354,1,2,1.92,1993,5830.1275000000005,Yes,Yes,3,1,59,No,1.5,1852
123,Texas,Dallas,679037,3579,1,3,1.65,1980,2037.111,No,No,1,3,43,No,1.5,4415
124,Florida,Miami,695985,2699,3,2,0.88,1972,1043.9775,Yes,Yes,3,8,51,No,2.5,4168
125,California,Sacramento,418243,1021,5,3,0.43,1982,1045.6075,Yes,No,2,9,43,No,1.5,4068
126,New York,Rochester,265535,1210,2,3,1.18,1991,796.605,Yes,No,0,7,14,No,2.5,1040
127,Texas,Houston,756419,1045,4,3,1.77,2010,1134.6285,Yes,No,1,1,8,Yes,1.5,3699
128,California,San Diego,1453826,1560,2,3,1.46,2016,3634.565,Yes,Yes,3,8,42,No,0.5,5217
129,New York,Rochester,406561,730,3,4,1.13,2010,1219.683,Yes,Yes,3,10,3,No,1.5,5552
130,New York,New York City,1141358,3247,4,2,1.5,1999,1712.037,No,Yes,1,3,87,No,2.5,5265
131,New York,Albany,420295,2271,5,2,1.93,1994,1050.7375,Yes,No,3,4,81,No,2.5,2505
132,California,San Diego,1486801,3021,3,3,1.15,1976,4460.403,No,No,2,9,42,Yes,0.5,2221
133,California,Sacramento,512695,3198,2,3,1.16,1994,769.0425,Yes,No,2,8,35,No,1.5,3432
134,California,Sacramento,615958,3177,1,1,1.01,2008,1539.895,No,No,3,9,52,No,2.5,5066
135,Florida,Jacksonville,525490,3776,3,2,1.18,1994,1576.47,No,No,2,4,45,No,1.5,4747
136,California,Los Angeles,1503365,3034,3,4,1.31,1971,2255.0475,Yes,No,2,8,99,Yes,1.5,2168
137,California,San Francisco,1226073,935,2,2,0.49,2003,3065.1825,Yes,No,2,4,82,Yes,2.5,5282
138,California,Sacramento,522580,3383,5,2,1.18,1991,1567.74,No,No,3,1,2,No,0.5,4800
139,Florida,Orlando,637468,1740,2,2,0.13,2022,956.202,No,Yes,0,4,77,No,0.5,5566
140,California,San Francisco,1687703,1624,2,1,1.88,1970,4219.2575,No,No,3,1,48,Yes,2.5,4792
141,New York,Rochester,352746,2252,5,4,0.17,1987,1058.238,Yes,No,0,6,65,No,1.5,4727
142,California,Sacramento,474783,3543,5,3,1.92,1985,712.1745,No,Yes,1,2,71,No,2.5,2374
143,New York,Albany,477035,1137,3,4,1.94,1979,1192.5875,Yes,Yes,2,9,9,Yes,2.5,4269
144,New York,Albany,473055,1095,1,3,1.1,2000,1419.165,No,Yes,1,8,48,No,2.5,1722
145,New York,Buffalo,367044,3683,2,3,0.73,2017,550.566,Yes,Yes,2,6,75,Yes,1.5,1161
146,Florida,Miami,779103,3965,1,4,0.45,1982,1947.7575,Yes,Yes,0,9,38,Yes,0.5,1935
147,Florida,Orlando,651487,1107,5,1,0.41,2003,1954.461,No,No,3,4,71,No,1.5,2641
148,Florida,Jacksonville,415205,1280,5,1,0.55,2003,622.8075,No,No,1,8,50,No,0.5,4651
149,California,Sacramento,620826,3212,2,3,1.0,2011,1552.065,Yes,No,3,3,67,No,2.5,4224
150,New York,Albany,351150,1380,3,1,1.51,1981,1053.45,Yes,No,0,9,69,Yes,1.5,1474
151,Florida,Orlando,583878,1359,2,1,0.86,2006,875.817,No,No,1,5,25,No,0.5,1747
152,Florida,Jacksonville,267400,727,3,1,1.58,2009,668.5,Yes,No,3,6,33,Yes,2.5,2548
153,California,San Diego,751074,3747,4,1,1.17,1986,2253.222,No,No,2,6,46,No,1.5,1650
154,Florida,Jacksonville,347753,1892,3,3,0.14,2010,521.6295,No,Yes,3,1,12,No,1.5,3485
155,California,Los Angeles,1314497,2793,2,1,0.35,1984,3286.2425000000003,Yes,Yes,1,5,10,Yes,0.5,4152
156,Texas,Dallas,771007,3146,2,4,1.19,1982,2313.021,Yes,No,1,9,18,Yes,1.5,1852
157,Florida,Jacksonville,411947,1565,3,4,0.41,2015,617.9205000000001,No,Yes,3,8,100,Yes,0.5,5363
158,Texas,Dallas,556118,1159,1,3,1.26,1977,1390.295,Yes,No,3,9,64,Yes,1.5,4422
159,California,Sacramento,554736,1822,3,2,0.95,1986,1664.208,Yes,No,1,1,90,Yes,1.5,2562
160,New York,New York City,1217669,1523,4,1,1.41,1980,1826.5035,No,Yes,1,3,94,No,2.5,5404
161,Florida,Jacksonville,254746,2227,4,4,0.65,2009,636.865,Yes,Yes,0,2,46,Yes,0.5,1326
162,California,San Diego,820581,3050,1,2,1.66,2015,2461.743,No,Yes,0,7,19,No,0.5,2951
163,New York,New York City,1448053,3623,4,4,0.84,1970,2172.0795,No,No,2,6,98,Yes,1.5,1096
164,New York,Buffalo,344289,3880,2,4,1.61,2001,860.7225,Yes,No,1,2,28,Yes,0.5,1425
165,Texas,Houston,625328,2989,1,2,0.14,2013,1875.9840000000002,Yes,No,0,4,24,No,2.5,5336
166,California,Los Angeles,888898,1671,1,1,0.85,2021,1333.347,Yes,Yes,2,8,64,No,2.5,3147
167,New York,New York City,1628267,1140,1,3,0.52,1979,4070.6675,Yes,No,0,6,80,No,0.5,1949
168,Florida,Tampa,514411,1799,3,3,0.94,2013,1543.233,No,Yes,0,4,49,Yes,1.5,1629
169,Florida,Miami,790869,1110,3,3,1.9,2020,1186.3035,No,Yes,3,6,89,No,1.5,2216
170,Texas,San Antonio,455404,2666,1,1,0.4,1984,1138.51,No,No,0,5,59,Yes,0.5,4140
171,New York,New York City,1017972,3142,4,1,0.27,1972,3053.916,Yes,Yes,2,1,72,Yes,2.5,4519
172,California,Los Angeles,927240,954,2,4,0.21,1978,1390.8600000000001,Yes,No,1,5,29,No,2.5,3811
173,Florida,Jacksonville,422413,3206,2,3,0.33,1977,1056.0325,Yes,No,3,8,84,No,2.5,2308
174,New York,Albany,301236,944,3,3,0.22,1979,903.708,No,Yes,3,3,3,Yes,0.5,2996
175,New York,Buffalo,267916,1683,5,4,1.4,1977,401.874,Yes,Yes,0,7,2,Yes,0.5,5009
176,Texas,Houston,428357,3335,1,4,0.32,1985,1070.8925,No,No,1,8,78,Yes,0.5,1077
177,Florida,Tampa,626682,2390,5,2,0.48,1980,1880.046,Yes,No,3,6,60,No,1.5,3809
178,Florida,Miami,905187,2876,2,2,1.33,1992,1357.7805,Yes,Yes,1,4,53,No,2.5,3128
179,California,Los Angeles,1301817,746,3,1,0.95,1991,3254.5425,Yes,No,0,10,23,No,2.5,1543
180,Florida,Jacksonville,349821,3969,3,3,0.2,2009,1049.463,Yes,No,1,10,52,No,2.5,4347
181,California,San Francisco,1732382,2979,3,4,1.94,1987,2598.573,Yes,No,1,1,20,Yes,2.5,4336
182,Florida,Miami,1085072,3080,3,3,1.24,2008,2712.68,Yes,Yes,1,10,34,Yes,1.5,4304
183,Texas,Dallas,784691,998,3,1,1.27,1972,2354.073,Yes,Yes,2,1,32,Yes,0.5,2779
184,Florida,Miami,668482,2323,1,3,1.72,1977,1002.7230000000001,Yes,Yes,2,9,27,Yes,2.5,2142
185,California,San Diego,953126,3483,5,4,1.83,1974,2382.815,Yes,Yes,0,7,81,No,0.5,5726
186,California,Sacramento,844518,3880,2,4,0.21,1996,2533.554,No,No,0,1,10,No,0.5,5471
187,Texas,Austin,1019328,2034,2,4,0.23,1974,1528.992,No,No,0,8,34,Yes,0.5,1625
188,Florida,Miami,914919,1186,3,1,1.58,1988,2287.2975,No,No,0,2,32,No,1.5,4528
189,Florida,Orlando,606335,3246,3,4,1.42,1986,1819.005,No,Yes,0,5,73,No,0.5,1461
190,Texas,Houston,549526,1894,3,2,0.51,2015,824.289,No,No,3,6,73,Yes,0.5,4468
191,Florida,Tampa,666256,3851,4,4,0.71,1987,1665.64,Yes,No,2,10,42,No,1.5,5398
192,Florida,Orlando,311399,3404,2,3,1.26,1971,934.197,Yes,Yes,0,7,13,Yes,1.5,1072
193,California,Los Angeles,1690797,2993,3,4,1.6,2019,2536.1955000000003,No,No,0,7,28,Yes,0.5,1245
194,Florida,Jacksonville,262685,2142,5,4,1.25,1976,656.7125,Yes,No,3,1,31,Yes,2.5,5153
195,Florida,Tampa,699921,2404,4,3,1.6,2018,2099.763,Yes,Yes,3,5,8,No,2.5,2333
196,Texas,Austin,1163110,3684,1,1,0.53,2019,1744.665,Yes,Yes,0,8,88,No,2.5,1250
197,Texas,Houston,743445,2635,4,1,0.73,1985,1858.6125,No,Yes,3,5,12,No,2.5,2889
198,New York,Buffalo,283220,2027,4,1,0.29,1976,849.66,Yes,Yes,3,4,98,Yes,2.5,4521
199,California,Los Angeles,1908191,1337,4,1,1.97,1987,2862.2865,No,No,2,8,71,No,2.5,1313
200,Florida,Tampa,602409,2377,5,4,1.64,2013,1506.0225,Yes,Yes,1,4,99,No,1.5,3186
201,Florida,Jacksonville,371869,979,2,4,1.46,1995,1115.607,Yes,Yes,0,4,56,No,2.5,2444
202,New York,Rochester,438362,3068,3,2,0.47,1998,657.543,Yes,No,2,9,30,Yes,2.5,4259
203,Florida,Orlando,577249,1803,5,1,1.43,1985,1443.1225,No,Yes,1,3,100,No,1.5,3824
204,California,San Francisco,1936417,2261,5,3,1.74,2015,5809.251,No,No,2,9,85,No,0.5,3041
205,New York,New York City,1687996,3658,3,3,1.64,2008,2531.994,No,No,1,7,15,No,1.5,5469
206,California,San Diego,1304875,1906,4,3,1.53,1999,3262.1875,Yes,Yes,3,10,70,Yes,2.5,1088
207,New York,New York City,1895918,3065,1,3,0.84,1994,5687.754,Yes,Yes,2,5,48,No,1.5,2478
208,New York,Rochester,362016,955,4,2,1.56,1977,543.024,No,Yes,0,1,16,Yes,0.5,1232
209,Texas,Austin,683256,615,4,2,1.02,1983,1708.14,No,Yes,3,4,14,No,1.5,5629
210,California,Los Angeles,1646938,914,2,2,0.87,1991,4940.814,No,Yes,3,6,76,Yes,2.5,3926
211,Florida,Miami,1277156,3180,4,1,1.93,2021,1915.7340000000002,Yes,Yes,1,1,33,No,0.5,4347
212,Florida,Tampa,474939,1639,1,4,0.38,1983,1187.3475,Yes,No,2,5,46,No,1.5,5153
213,California,Sacramento,763685,2086,5,3,1.74,1996,2291.055,No,Yes,1,9,81,No,1.5,1556
214,Florida,Tampa,638766,3192,4,3,0.71,2004,958.149,No,Yes,0,6,33,No,1.5,2166
215,Florida,Jacksonville,295201,1293,5,2,1.08,2009,738.0025,No,No,0,4,38,No,0.5,5506
216,California,San Diego,1140638,668,2,1,0.79,2020,3421.914,Yes,No,3,10,62,Yes,0.5,1299
217,New York,Buffalo,254820,1010,1,2,1.06,1981,382.23,No,No,2,7,28,Yes,0.5,1461
218,California,Los Angeles,1635141,3723,3,3,1.65,2012,4087.8525,Yes,Yes,3,4,42,No,1.5,1885
219,New York,Rochester,338232,3736,3,3,0.45,1990,1014.696,Yes,No,0,3,21,No,0.5,1253
220,Florida,Orlando,720686,3459,2,2,1.53,1980,1081.029,No,No,2,3,61,No,1.5,4264
221,Florida,Tampa,511961,1518,1,3,0.95,1972,1279.9025,Yes,No,0,9,96,Yes,1.5,3756
222,Florida,Miami,641296,3494,5,4,1.88,1978,1923.8880000000001,No,Yes,2,8,79,Yes,2.5,4501
223,Texas,Dallas,536537,1339,2,4,1.14,2012,804.8055,No,No,3,5,58,Yes,1.5,4753
224,New York,Albany,382418,2090,4,2,0.18,1988,956.0450000000001,Yes,Yes,3,3,25,Yes,2.5,5442
225,Texas,Houston,397739,3943,5,4,1.83,2011,1193.217,No,No,0,10,100,Yes,1.5,5825
226,Texas,San Antonio,474552,3086,4,4,1.86,1992,711.828,Yes,No,3,8,87,Yes,2.5,2928
227,California,San Francisco,1226445,3177,4,2,0.44,1985,3066.1125,No,Yes,3,4,98,No,2.5,1881
228,Texas,Austin,1158304,3377,5,2,1.95,1973,3474.9120000000003,Yes,Yes,3,3,76,Yes,2.5,1969
229,California,San Diego,624336,872,4,2,0.95,2001,936.504,Yes,Yes,1,5,7,Yes,0.5,4330
230,California,Sacramento,438624,1058,3,4,1.84,1970,1096.56,No,No,1,9,32,Yes,2.5,2774
231,Texas,San Antonio,577350,1419,5,3,0.79,1973,1732.05,Yes,Yes,0,6,63,Yes,0.5,2037
232,New York,New York City,1893340,1796,2,1,0.14,1995,2840.01,No,Yes,3,7,24,Yes,2.5,5648
233,New York,Albany,394325,3215,3,3,1.61,1996,985.8125,Yes,No,3,10,23,Yes,2.5,4314
234,New York,Albany,345420,1460,2,2,1.78,2009,1036.26,No,No,1,6,39,Yes,2.5,5676
235,New York,New York City,1282974,2573,1,3,0.41,1985,1924.461,No,Yes,1,3,98,No,0.5,3702
236,New York,New York City,1952957,2144,2,1,1.15,1999,4882.3925,No,No,2,3,5,Yes,2.5,2125
237,Texas,San Antonio,315671,3144,5,3,1.68,2007,947.013,No,No,3,2,96,No,1.5,5111
238,Texas,Dallas,535105,1394,2,2,0.98,2002,802.6575,No,Yes,0,10,60,No,0.5,5886
239,Florida,Miami,520497,1404,1,1,1.6,1985,1301.2425,No,No,0,1,13,No,1.5,4189
240,New York,New York City,1928290,1695,4,4,1.31,2002,5784.87,No,Yes,2,9,32,No,2.5,5538
241,Texas,San Antonio,376892,3581,5,3,1.47,1989,565.338,Yes,Yes,1,2,46,Yes,1.5,4487
242,Florida,Jacksonville,453154,2490,3,4,1.85,2000,1132.885,No,No,1,4,75,No,0.5,2568
243,New York,New York City,1738482,3639,3,4,0.89,2017,5215.446,Yes,No,2,3,72,No,0.5,4364
244,California,Sacramento,639939,1439,2,1,1.56,1996,959.9085,No,No,2,4,62,No,0.5,1377
245,Florida,Miami,643954,3843,3,4,1.45,2001,1609.885,No,Yes,1,4,32,Yes,2.5,2818
246,Texas,Dallas,649720,3282,1,4,0.93,1991,1949.16,Yes,Yes,0,10,82,No,0.5,3154
247,California,San Diego,1446302,1202,3,3,0.82,2005,2169.453,No,Yes,2,5,83,No,1.5,4322
248,California,Los Angeles,1473955,3383,2,1,1.77,1996,3684.8875000000003,No,Yes,3,1,71,No,1.5,2321
249,California,Los Angeles,1015363,3963,3,2,0.49,1994,3046.089,Yes,No,0,7,82,No,1.5,2983
250,Florida,Orlando,397847,3923,4,2,0.71,1971,596.7705,No,Yes,1,6,81,No,0.5,1842
