job_title,job_category,experience_level,salary,salary_currency,salary_in_usd,company_location,employee_residence,work_setting,employment_type,company_size,work_year
Data Scientist,Data Science and Research,Intermediate,30400000,CLP,40038,Chile,Chile,Remote,Full-time,L,2021
BI Data Analyst,BI and Visualization,Intermediate,11000000,HUF,36259,United States,Hungary,Hybrid,Full-time,L,2021
Data Scientist,Data Science and Research,Intermediate,11000000,HUF,35735,Hungary,Hungary,Hybrid,Full-time,L,2020
ML Engineer,Machine Learning and AI,Intermediate,8500000,JPY,77364,Japan,Japan,Hybrid,Full-time,S,2021
Lead Machine Learning Engineer,Machine Learning and AI,Senior,7500000,INR,95386,India,India,Hybrid,Full-time,L,2022
ML Engineer,Machine Learning and AI,Intermediate,7000000,JPY,63711,Japan,Japan,Hybrid,Full-time,S,2021
Data Science Manager,Data Science and Research,Senior,7000000,INR,94665,India,India,Hybrid,Full-time,L,2021
Data Scientist,Data Science and Research,Junior,6600000,HUF,17684,Hungary,Hungary,Remote,Full-time,M,2022
Head of Machine Learning,Machine Learning and AI,Expert,6000000,INR,76309,India,India,Hybrid,Full-time,L,2022
Research Engineer,Data Science and Research,Junior,5500000,JPY,41809,Japan,Japan,Hybrid,Full-time,L,2022
Head of Data Science,Data Science and Research,Intermediate,5000000,INR,60805,India,India,Hybrid,Full-time,L,2023
AI Programmer,Machine Learning and AI,Junior,4950806,INR,60207,India,India,In-person,Full-time,S,2023
Machine Learning Engineer,Machine Learning and AI,Senior,4900000,INR,66265,India,India,In-person,Full-time,L,2021
Lead Data Scientist,Data Science and Research,Senior,4460000,INR,56723,India,India,In-person,Full-time,L,2022
Data Engineer,Data Engineering,Junior,4450000,JPY,41689,Japan,Japan,Remote,Full-time,S,2020
Data Scientist,Data Science and Research,Intermediate,4200000,INR,53416,Indonesia,India,Remote,Full-time,L,2022
Applied Machine Learning Scientist,Machine Learning and AI,Junior,4000000,INR,48644,Germany,India,Remote,Full-time,L,2023
Data Scientist,Data Science and Research,Senior,4000000,INR,54094,India,India,Remote,Full-time,L,2021
Data Science Manager,Data Science and Research,Senior,4000000,INR,54094,United States,India,Hybrid,Full-time,L,2021
Data Science Manager,Data Science and Research,Senior,3600000,INR,43779,India,India,Remote,Full-time,L,2023
Lead Data Analyst,Data Analysis,Intermediate,3300000,INR,39615,India,India,Hybrid,Full-time,L,2024
Data Science Manager,Data Science and Research,Intermediate,3200000,INR,38915,India,India,Hybrid,Full-time,L,2023
Data Analytics Manager,Leadership and Management,Intermediate,3200000,INR,38915,India,India,Hybrid,Full-time,M,2023
Data Integration Specialist,Data Architecture and Modeling,Senior,3000000,INR,36483,India,India,Hybrid,Full-time,L,2023
Principal Data Architect,Data Architecture and Modeling,Senior,3000000,INR,38154,India,India,Remote,Full-time,L,2022
Lead Data Scientist,Data Science and Research,Senior,3000000,INR,40570,India,India,Hybrid,Full-time,L,2021
Data Scientist,Data Science and Research,Intermediate,3000000,INR,40481,India,India,In-person,Full-time,L,2020
Data Engineer,Data Engineering,Intermediate,2800000,INR,35610,India,India,Hybrid,Full-time,L,2022
NLP Engineer,Data Engineering,Intermediate,2700000,INR,32834,India,India,Remote,Full-time,M,2023
Data Scientist,Data Science and Research,Intermediate,2500000,INR,31795,United States,India,Remote,Full-time,M,2022
Data Scientist,Data Science and Research,Intermediate,2500000,INR,33808,India,India,In-person,Full-time,M,2021
Applied Machine Learning Scientist,Machine Learning and AI,Intermediate,2400000,INR,30523,India,India,Remote,Freelance,S,2022
Data Scientist,Data Science and Research,Intermediate,2400000,INR,30523,India,India,Remote,Full-time,L,2022
Big Data Engineer,Data Engineering,Intermediate,2300000,INR,27611,India,India,Remote,Full-time,L,2024
Data Engineer,Data Engineering,Junior,2250000,INR,30428,India,India,Remote,Full-time,L,2021
Data Scientist,Data Science and Research,Junior,2200000,INR,29751,India,India,Hybrid,Full-time,L,2021
Data Scientist,Data Science and Research,Junior,2100000,INR,28399,India,India,Remote,Full-time,M,2021
AI Research Engineer,Data Science and Research,Junior,2000000,INR,24322,Switzerland,India,Remote,Full-time,L,2023
Machine Learning Software Engineer,Machine Learning and AI,Intermediate,2000000,INR,24322,India,India,Hybrid,Full-time,L,2023
Data Scientist,Data Science and Research,Junior,1800000,INR,22892,India,India,Hybrid,Full-time,M,2022
Machine Learning Engineer,Machine Learning and AI,Senior,1799997,INR,24342,India,India,Remote,Full-time,L,2021
Data Analyst,Data Analysis,Junior,1700000,INR,20673,India,India,Hybrid,Full-time,L,2023
Applied Data Scientist,Data Science and Research,Intermediate,1700000,INR,20673,India,India,Remote,Full-time,L,2023
Big Data Engineer,Data Engineering,Intermediate,1672000,INR,22611,India,India,In-person,Full-time,L,2021
Machine Learning Engineer,Machine Learning and AI,Intermediate,1650000,INR,20984,India,India,Hybrid,Full-time,L,2022
Data Engineer,Data Engineering,Junior,1600000,INR,21637,India,India,Hybrid,Full-time,M,2021
AI Scientist,Machine Learning and AI,Senior,1500000,ILS,417937,Israel,Israel,In-person,Full-time,L,2023
Lead Data Analyst,Data Analysis,Intermediate,1500000,INR,18241,India,India,Hybrid,Full-time,L,2023
Lead Data Analyst,Data Analysis,Intermediate,1450000,INR,19609,India,India,Remote,Full-time,L,2021
Data Analytics Lead,Data Architecture and Modeling,Intermediate,1440000,INR,17511,Singapore,India,Hybrid,Full-time,M,2023
Business Data Analyst,Data Analysis,Intermediate,1440000,INR,18314,India,India,Hybrid,Full-time,L,2022
Data Engineer,Data Engineering,Junior,1400000,INR,17025,India,India,Remote,Full-time,L,2023
Data Scientist,Data Science and Research,Intermediate,1400000,INR,17025,India,India,Remote,Full-time,L,2023
Business Data Analyst,Data Analysis,Intermediate,1400000,INR,17805,India,India,Remote,Full-time,M,2022
Data Scientist,Data Science and Research,Junior,1400000,INR,17805,India,India,Remote,Full-time,M,2022
Product Data Analyst,Data Analysis,Intermediate,1350000,INR,16417,India,India,Remote,Full-time,L,2023
AI Scientist,Machine Learning and AI,Junior,1335000,INR,18053,American Samoa,India,Remote,Full-time,S,2021
Data Analyst,Data Analysis,Senior,1300000,INR,15809,India,India,Remote,Full-time,S,2023
Computer Vision Engineer,Data Engineering,Intermediate,1250000,INR,15897,India,India,Remote,Full-time,M,2022
Data Analyst,Data Analysis,Intermediate,1250000,INR,16904,India,India,Hybrid,Full-time,L,2021
Data Scientist,Data Science and Research,Intermediate,1250000,INR,16904,India,India,Remote,Full-time,S,2021
Big Data Engineer,Data Engineering,Junior,1200000,INR,16228,India,India,Remote,Full-time,L,2021
Data Scientist,Data Science and Research,Expert,1050000,NOK,100416,Norway,Norway,Hybrid,Full-time,S,2023
Data Science Consultant,Data Science and Research,Senior,1000000,THB,29301,Thailand,Thailand,Hybrid,Full-time,M,2023
Data Analyst,Data Analysis,Intermediate,866000,PHP,15680,Philippines,Philippines,Hybrid,Full-time,L,2023
Data Scientist,Data Science and Research,Intermediate,840000,THB,24613,Thailand,Thailand,Hybrid,Full-time,L,2023
AI Architect,Machine Learning and AI,Intermediate,800000,USD,800000,Canada,Canada,Remote,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,800000,NOK,76508,Norway,Norway,Hybrid,Full-time,S,2023
Data Analyst,Data Analysis,Junior,774000,USD,774000,Mexico,Mexico,In-person,Full-time,M,2024
Analytics Engineer,Data Engineering,Senior,750000,USD,750000,United States,United States,In-person,Full-time,M,2024
Machine Learning Scientist,Machine Learning and AI,Intermediate,750000,USD,750000,United States,United States,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Senior,750000,USD,750000,United States,United States,In-person,Full-time,M,2024
Machine Learning Scientist,Machine Learning and AI,Intermediate,750000,USD,750000,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Intermediate,750000,USD,750000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Intermediate,750000,USD,750000,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,750000,USD,750000,United States,United States,In-person,Full-time,M,2023
Machine Learning Scientist,Machine Learning and AI,Intermediate,720000,USD,720000,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,720000,USD,720000,United States,United States,Remote,Full-time,M,2024
Analytics Engineer,Data Engineering,Intermediate,720000,USD,720000,United States,United States,In-person,Full-time,M,2024
Analytics Engineer,Data Engineering,Senior,720000,USD,720000,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,720000,USD,720000,United States,United States,In-person,Full-time,M,2024
Research Engineer,Data Science and Research,Intermediate,720000,USD,720000,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Intermediate,720000,USD,720000,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,720000,MXN,33511,Mexico,Mexico,In-person,Full-time,S,2020
Analytics Engineer,Data Engineering,Senior,700000,USD,700000,United States,United States,Remote,Full-time,M,2023
Analytics Engineer,Data Engineering,Intermediate,700000,USD,700000,United States,United States,Remote,Full-time,M,2023
Machine Learning Software Engineer,Machine Learning and AI,Intermediate,627000,ZAR,34482,South Africa,South Africa,Hybrid,Full-time,L,2023
Research Scientist,Data Science and Research,Senior,600000,USD,600000,United States,United States,In-person,Full-time,M,2024
Prompt Engineer,Data Engineering,Senior,600000,USD,600000,United States,United States,In-person,Full-time,M,2024
Research Engineer,Data Science and Research,Senior,600000,USD,600000,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,550000,USD,550000,United States,United States,In-person,Full-time,M,2024
ML Engineer,Machine Learning and AI,Intermediate,530000,USD,530000,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,510000,HKD,65058,Hong Kong,Hong Kong,In-person,Full-time,L,2023
Research Scientist,Data Science and Research,Senior,500000,USD,500000,United States,United States,Remote,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,484000,USD,484000,United States,United States,Remote,Full-time,M,2024
Data Engineer,Data Engineering,Expert,465000,USD,465000,United States,United States,In-person,Full-time,M,2023
Research Engineer,Data Science and Research,Senior,450000,USD,450000,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Intermediate,450000,USD,450000,United States,United States,In-person,Full-time,M,2020
AI Architect,Machine Learning and AI,Senior,449000,USD,449000,United States,United States,In-person,Full-time,M,2024
Head of Machine Learning,Machine Learning and AI,Expert,448000,USD,448000,United States,United States,Remote,Full-time,M,2024
Research Engineer,Data Science and Research,Intermediate,440000,USD,440000,United States,United States,In-person,Full-time,M,2024
ML Engineer,Machine Learning and AI,Intermediate,440000,USD,440000,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,440000,USD,440000,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Intermediate,440000,USD,440000,United States,United States,In-person,Full-time,M,2024
Research Engineer,Data Science and Research,Senior,440000,USD,440000,United States,United States,In-person,Full-time,M,2024
Head of Machine Learning,Machine Learning and AI,Expert,438000,USD,438000,United States,United States,In-person,Full-time,M,2024
Applied Machine Learning Scientist,Machine Learning and AI,Intermediate,423000,USD,423000,United States,United States,Hybrid,Full-time,L,2021
Machine Learning Engineer,Machine Learning and AI,Senior,418000,USD,418000,United States,United States,Remote,Full-time,M,2024
Principal Data Scientist,Data Science and Research,Expert,416000,USD,416000,United States,United States,Remote,Contract,S,2021
Machine Learning Engineer,Machine Learning and AI,Senior,414000,USD,414000,United States,United States,In-person,Full-time,M,2024
Applied Scientist,Data Architecture and Modeling,Senior,414000,USD,414000,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,412000,USD,412000,United States,United States,Remote,Full-time,L,2020
Deep Learning Engineer,Machine Learning and AI,Senior,409500,CAD,303387,Canada,Canada,Remote,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Expert,408500,USD,408500,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Intermediate,405000,USD,405000,United States,United States,In-person,Full-time,L,2023
Data Analytics Lead,Data Architecture and Modeling,Senior,405000,USD,405000,United States,United States,Remote,Full-time,L,2022
Data Architect,Data Architecture and Modeling,Senior,400000,USD,400000,United States,United States,Remote,Full-time,M,2024
AI Engineer,Machine Learning and AI,Intermediate,400000,USD,400000,United States,United States,In-person,Full-time,M,2024
Data Analytics Lead,Data Architecture and Modeling,Senior,398900,USD,398900,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,392000,USD,392000,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,386100,USD,386100,United States,United States,In-person,Full-time,M,2024
Data Infrastructure Engineer,Data Engineering,Intermediate,385000,USD,385000,United States,United States,In-person,Full-time,M,2024
AI Engineer,Machine Learning and AI,Senior,385000,USD,385000,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,385000,USD,385000,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,385000,USD,385000,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Expert,385000,USD,385000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,385000,USD,385000,United States,United States,In-person,Full-time,M,2023
Research Engineer,Data Science and Research,Senior,385000,USD,385000,United States,United States,In-person,Full-time,M,2023
Data Infrastructure Engineer,Data Engineering,Senior,385000,USD,385000,United States,United States,In-person,Full-time,M,2023
ML Engineer,Machine Learning and AI,Senior,385000,USD,385000,United States,United States,Remote,Full-time,M,2023
Data Analyst,Data Analysis,Senior,385000,USD,385000,United States,United States,In-person,Full-time,M,2023
ML Engineer,Machine Learning and AI,Senior,383910,USD,383910,United States,United States,In-person,Full-time,M,2023
Research Scientist,Data Science and Research,Senior,382320,USD,382320,United States,United States,In-person,Full-time,M,2024
Data Science,Data Science and Research,Expert,381500,USD,381500,United States,United States,In-person,Full-time,M,2024
Data Architect,Data Architecture and Modeling,Senior,381500,USD,381500,United States,United States,In-person,Full-time,M,2024
Applied Data Scientist,Data Science and Research,Senior,380000,USD,380000,United States,United States,Remote,Full-time,L,2022
Data Architect,Data Architecture and Modeling,Senior,376080,USD,376080,United States,United States,Remote,Full-time,M,2023
Director of Data Science,Data Science and Research,Expert,375500,USD,375500,United States,United States,Remote,Full-time,M,2023
Machine Learning Software Engineer,Machine Learning and AI,Senior,375000,USD,375000,United States,United States,Remote,Full-time,M,2022
Data Science Tech Lead,Data Science and Research,Senior,375000,USD,375000,United States,United States,Hybrid,Full-time,L,2022
Research Scientist,Data Science and Research,Senior,374000,USD,374000,United States,United States,In-person,Full-time,M,2023
Head of Machine Learning,Machine Learning and AI,Expert,373000,USD,373000,United States,United States,Remote,Full-time,M,2024
AI Engineer,Machine Learning and AI,Senior,372000,USD,372000,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,370000,USD,370000,United States,United States,In-person,Full-time,M,2023
Research Scientist,Data Science and Research,Senior,370000,USD,370000,United States,United States,In-person,Full-time,M,2023
Research Engineer,Data Science and Research,Senior,370000,USD,370000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,370000,USD,370000,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,370000,USD,370000,United States,United States,In-person,Full-time,M,2023
ML Engineer,Machine Learning and AI,Senior,365630,USD,365630,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,365100,USD,365100,United States,United States,In-person,Full-time,M,2024
Data Architect,Data Architecture and Modeling,Senior,363000,USD,363000,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,360000,USD,360000,United States,United States,In-person,Full-time,M,2024
Research Engineer,Data Science and Research,Intermediate,360000,USD,360000,United States,United States,In-person,Full-time,M,2024
AI Engineer,Machine Learning and AI,Senior,360000,USD,360000,United States,United States,In-person,Full-time,M,2023
BI Analyst,BI and Visualization,Senior,360000,TRY,18381,Turkey,Turkey,Remote,Full-time,L,2023
Research Scientist,Data Science and Research,Intermediate,359400,USD,359400,United States,United States,Remote,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,359170,USD,359170,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,359170,USD,359170,United States,United States,In-person,Full-time,M,2023
ML Engineer,Machine Learning and AI,Senior,357900,USD,357900,United States,United States,In-person,Full-time,M,2024
Data Architect,Data Architecture and Modeling,Senior,354200,USD,354200,United States,United States,Remote,Full-time,M,2023
Director of Data Science,Data Science and Research,Expert,353200,USD,353200,United States,United States,In-person,Full-time,M,2023
Computer Vision Engineer,Data Engineering,Senior,351000,USD,351000,United States,United States,In-person,Full-time,M,2023
Research Engineer,Data Science and Research,Junior,350000,USD,350000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Expert,350000,USD,350000,United States,United States,Remote,Full-time,M,2023
AI Engineer,Machine Learning and AI,Senior,350000,USD,350000,United States,United States,In-person,Full-time,M,2023
Data Lead,Data Architecture and Modeling,Senior,350000,USD,350000,United States,United States,In-person,Full-time,M,2023
Analytics Engineer,Data Engineering,Intermediate,350000,GBP,430640,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Applied Scientist,Data Architecture and Modeling,Senior,350000,USD,350000,United States,United States,In-person,Full-time,L,2023
Data Analyst,Data Analysis,Intermediate,350000,GBP,430967,United Kingdom,United Kingdom,In-person,Full-time,M,2022
Data Scientist,Data Science and Research,Senior,350000,USD,350000,United States,United States,Remote,Full-time,M,2022
Data Architect,Data Architecture and Modeling,Senior,345600,USD,345600,United States,United States,In-person,Full-time,M,2022
Analytics Engineer,Data Engineering,Senior,345400,USD,345400,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,345400,USD,345400,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,345000,USD,345000,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,345000,USD,345000,United States,United States,In-person,Full-time,M,2023
Computer Vision Engineer,Data Engineering,Senior,342810,USD,342810,United States,United States,In-person,Full-time,M,2023
Data Analytics Lead,Data Architecture and Modeling,Senior,342400,USD,342400,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,342300,USD,342300,United States,United States,In-person,Full-time,L,2023
Machine Learning Engineer,Machine Learning and AI,Senior,340000,USD,340000,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,340000,USD,340000,United States,United States,Remote,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,340000,USD,340000,United States,United States,In-person,Full-time,M,2023
Research Scientist,Data Science and Research,Intermediate,340000,USD,340000,United States,United States,Remote,Full-time,M,2023
Research Engineer,Data Science and Research,Senior,339250,USD,339250,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,337300,USD,337300,United States,United States,In-person,Full-time,M,2024
Director of Data Science,Data Science and Research,Expert,336400,USD,336400,United States,United States,In-person,Full-time,M,2023
ML Engineer,Machine Learning and AI,Senior,336300,USD,336300,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Expert,334075,USD,334075,Canada,Canada,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,333500,USD,333500,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,333500,USD,333500,United States,United States,In-person,Full-time,M,2024
Research Engineer,Data Science and Research,Senior,333500,USD,333500,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,333500,USD,333500,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,333500,USD,333500,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Expert,333500,USD,333500,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,331640,USD,331640,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,331640,USD,331640,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,331640,USD,331640,United States,United States,In-person,Full-time,M,2023
ML Engineer,Machine Learning and AI,Senior,331640,USD,331640,United States,United States,In-person,Full-time,M,2023
Deep Learning Engineer,Machine Learning and AI,Senior,331640,USD,331640,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,331640,USD,331640,United States,United States,In-person,Full-time,M,2023
Data Science,Data Science and Research,Senior,331292,USD,331292,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,330000,USD,330000,United States,United States,Remote,Full-time,M,2023
Head of Machine Learning,Machine Learning and AI,Expert,330000,USD,330000,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,330000,USD,330000,United States,United States,In-person,Full-time,M,2023
AI Architect,Machine Learning and AI,Senior,330000,USD,330000,United States,United States,In-person,Full-time,M,2023
Head of Data Science,Data Science and Research,Expert,330000,USD,330000,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,329700,USD,329700,United States,United States,In-person,Full-time,M,2023
Head of Data,Data Architecture and Modeling,Expert,329500,USD,329500,United States,United States,Remote,Full-time,M,2023
Head of Data,Data Architecture and Modeling,Expert,329500,USD,329500,United States,United States,In-person,Full-time,M,2023
Analytics Engineer,Data Engineering,Senior,329200,USD,329200,Canada,Canada,Remote,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,328400,USD,328400,United States,United States,Remote,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,328133,USD,328133,United States,United States,In-person,Full-time,M,2023
Data Science Manager,Data Science and Research,Intermediate,328000,USD,328000,United States,United States,In-person,Full-time,M,2024
Data Science Manager,Data Science and Research,Senior,328000,USD,328000,United States,United States,In-person,Full-time,M,2023
Data Science,Data Science and Research,Expert,326000,USD,326000,United States,United States,Remote,Full-time,M,2024
Data Analyst,Data Analysis,Intermediate,325000,USD,325000,United States,United States,In-person,Full-time,M,2024
Machine Learning Scientist,Machine Learning and AI,Senior,325000,USD,325000,United States,United States,Remote,Full-time,M,2023
Analytics Engineering Manager,Data Engineering,Senior,325000,GBP,399880,United Kingdom,United Kingdom,Hybrid,Full-time,L,2023
Director of Data Science,Data Science and Research,Expert,325000,USD,325000,United States,United States,Remote,Full-time,L,2020
Data Science,Data Science and Research,Senior,324100,USD,324100,United States,United States,In-person,Full-time,L,2024
Machine Learning Engineer,Machine Learning and AI,Senior,324000,USD,324000,United States,United States,In-person,Full-time,M,2024
Data Science,Data Science and Research,Senior,324000,USD,324000,United States,United States,Remote,Full-time,M,2024
ML Engineer,Machine Learning and AI,Senior,324000,USD,324000,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,324000,USD,324000,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,324000,USD,324000,United States,United States,In-person,Full-time,M,2023
ML Engineer,Machine Learning and AI,Senior,324000,USD,324000,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,324000,USD,324000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Expert,324000,USD,324000,United States,United States,Remote,Full-time,M,2022
Data Science,Data Science and Research,Expert,323700,USD,323700,United States,United States,Remote,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,323300,USD,323300,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,323300,USD,323300,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,323300,USD,323300,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,323300,USD,323300,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,322000,USD,322000,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,322000,USD,322000,United States,United States,Remote,Full-time,M,2024
Data Product Owner,Data Architecture and Modeling,Intermediate,321830,USD,321830,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,321000,USD,321000,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,321000,USD,321000,United States,United States,Remote,Full-time,M,2024
Business Intelligence,Data Architecture and Modeling,Expert,320000,USD,320000,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,319000,USD,319000,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,319000,USD,319000,United States,United States,Remote,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,318300,USD,318300,United States,United States,Remote,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,317070,USD,317070,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,317070,USD,317070,United States,United States,In-person,Full-time,M,2023
AI Architect,Machine Learning and AI,Senior,317000,USD,317000,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,316900,USD,316900,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,316000,USD,316000,United States,United States,In-person,Full-time,M,2023
ML Engineer,Machine Learning and AI,Senior,315850,USD,315850,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,315300,USD,315300,United States,United States,Remote,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,315000,USD,315000,United States,United States,Remote,Full-time,M,2024
Data Engineer,Data Engineering,Senior,315000,USD,315000,United States,United States,Remote,Full-time,M,2022
Data Scientist,Data Science and Research,Senior,314100,USD,314100,United States,United States,In-person,Full-time,M,2024
Head of Data Science,Data Science and Research,Expert,314100,USD,314100,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Expert,314000,USD,314000,Canada,Canada,Remote,Full-time,M,2024
Data Engineer,Data Engineering,Senior,313000,USD,313000,United States,United States,Remote,Full-time,M,2024
Data Engineer,Data Engineering,Expert,312287,USD,312287,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,311000,USD,311000,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,310270,USD,310270,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,310270,USD,310270,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,310000,USD,310000,United States,United States,In-person,Full-time,M,2024
AI Engineer,Machine Learning and AI,Senior,310000,USD,310000,United States,United States,In-person,Full-time,M,2024
Research Engineer,Data Science and Research,Senior,310000,USD,310000,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,310000,USD,310000,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,310000,USD,310000,United States,United States,In-person,Full-time,M,2023
Data Architect,Data Architecture and Modeling,Senior,310000,USD,310000,United States,United States,Remote,Full-time,M,2023
Research Engineer,Data Science and Research,Senior,310000,USD,310000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,310000,USD,310000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Expert,310000,USD,310000,United States,United States,Remote,Full-time,M,2023
Data Engineer,Data Engineering,Expert,310000,USD,310000,United States,United States,Remote,Full-time,M,2022
Applied Scientist,Data Architecture and Modeling,Senior,309400,USD,309400,United States,United States,In-person,Full-time,L,2023
Machine Learning Engineer,Machine Learning and AI,Senior,309000,USD,309000,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,309000,USD,309000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Intermediate,308000,USD,308000,United States,United States,In-person,Full-time,M,2024
Research Engineer,Data Science and Research,Senior,308000,USD,308000,United States,United States,In-person,Full-time,M,2023
